,x,y,mag275,uncert275,chi275,snr275,sharpness275,roundness275,crowding275,mag336,uncert336,chi336,snr336,sharpness336,roundness336,crowding336,field,RA,dec,QF1,Foreground
1362,4158.14,3064.01,26.323,0.629,1.86,1.7,-0.363,0.124,0.028,21.766,0.229,9.93,4.8,0.936,0.182,0.101,8,308.7333787933186,60.13730969452543,0,0
1363,1434.77,3366.42,21.82,0.226,4.23,4.8,-0.246,0.559,1.012,22.513,0.091,3.3,11.9,-0.166,0.264,1.114,8,308.7561875377265,60.165247484538064,0,0
1364,3107.41,2909.59,22.021,0.122,4.57,8.9,-0.059,0.474,1.647,21.83,0.08,3.45,13.5,0.04,1.059,1.58,8,308.7474442013045,60.14666777418883,0,0
1365,1405.97,3294.79,22.054,0.025,1.6,43.0,-0.033,0.026,0.082,21.852,0.022,1.52,50.3,-0.013,0.032,0.088,8,308.7578842095076,60.165150456041346,1,0
1366,1341.66,4229.43,27.358,2.648,2.28,0.4,-0.914,0.486,0.069,22.287,0.224,6.97,4.8,0.393,0.335,0.004,8,308.74038254039436,60.170673562986366,0,0
1367,2664.17,2794.41,21.9,0.071,3.52,15.2,-0.107,0.1,1.077,21.989,0.083,3.77,13.2,-0.051,0.183,1.185,8,308.7543527112095,60.1503525203167,0,0
1368,809.39,46.64,21.467,0.22,9.39,4.9,0.74,0.038,0.001,28.476,1.975,1.26,0.5,-0.771,0.236,0.116,8,308.82731916125545,60.153868346972864,0,0
1369,2419.06,682.4,21.783,0.068,3.32,16.1,-0.048,0.068,1.238,22.194,0.068,2.62,16.0,0.008,0.282,1.448,8,308.7979804576656,60.14164085888264,0,0
1370,2476.56,4299.41,25.273,0.252,0.74,4.3,-0.082,0.71,0.002,21.99,0.24,9.49,4.5,0.321,0.511,0.014,8,308.7270647852155,60.16005766597828,1,0
1371,783.15,4200.44,21.562,0.091,3.73,11.9,0.31,0.088,0.001,29.488,9.211,1.52,0.1,-3.586,0.829,1.326,8,308.746833659192,60.17592596461579,0,0
1372,3318.48,1229.14,21.844,0.031,2.02,35.1,0.022,0.142,0.41,22.156,0.032,1.83,33.4,-0.008,0.102,0.497,8,308.77787639014673,60.135810811387124,1,0
1373,3984.44,949.16,21.997,0.059,2.94,18.5,-0.065,0.004,0.897,21.916,0.063,3.16,17.1,-0.153,0.223,1.047,8,308.77629758189437,60.1278992203411,0,0
1374,493.96,333.96,21.889,0.022,1.51,48.3,-0.048,0.031,0.24,22.062,0.039,2.26,27.8,-0.045,0.108,0.223,8,308.82506688301766,60.158428339454204,1,0
1375,1241.25,2125.47,22.033,0.038,1.8,28.5,0.021,0.067,0.024,21.953,0.029,1.71,37.3,0.028,-0.023,0.047,8,308.78235808451296,60.1606090149639,1,0
1376,3381.66,1720.11,21.828,0.152,6.25,7.1,-0.28,0.832,1.443,22.295,0.224,7.13,4.8,0.037,1.323,1.881,8,308.7676717253173,60.137775732214244,0,0
1377,3986.02,945.51,22.105,0.058,2.87,18.7,-0.029,0.121,0.923,21.951,0.052,2.67,20.9,-0.063,0.01,0.837,8,308.776351828669,60.12786478213193,0,0
1378,3257.17,3429.6,21.934,0.054,2.06,20.1,0.091,0.55,0.859,22.146,0.034,1.69,32.0,0.176,0.284,0.832,8,308.73575803283313,60.14794473811679,0,0
1379,941.44,3822.86,22.073,0.065,2.65,16.7,-0.07,0.197,1.156,21.981,0.076,3.17,14.3,-0.101,0.082,1.322,8,308.7525104521334,60.17241446309917,0,0
1380,1645.16,3468.78,21.79,0.05,2.81,21.6,-0.02,0.862,0.704,22.142,0.061,2.87,17.7,0.083,1.038,0.893,8,308.75197911089276,60.16374863822291,0,0
1381,3056.71,172.75,21.565,0.354,13.51,3.1,1.332,0.156,0.063,30.167,9.883,1.31,0.1,0.661,8.606,0.075,8,308.8011557914945,60.13279736453968,0,0
1382,350.17,756.81,21.861,0.082,4.27,13.2,-0.002,-0.05,1.057,22.055,0.112,5.2,9.7,-0.036,0.223,1.197,8,308.81836727514235,60.16204055760758,0,0
1383,3835.75,1190.71,22.251,0.031,1.21,34.7,-0.003,0.052,0.694,21.98,0.02,1.19,54.6,-0.012,0.003,0.474,8,308.7731723053238,60.13060513100293,1,0
1384,2594.13,637.37,22.283,0.031,1.85,34.9,0.046,0.01,0.005,21.763,0.025,1.91,43.8,0.054,0.042,0.004,8,308.7970089408255,60.13971111701018,1,0
1385,3837.22,868.38,21.527,0.065,3.56,16.6,-0.077,0.315,0.756,21.829,0.072,3.88,15.1,-0.238,0.11,0.937,8,308.7794177403227,60.128899470724505,0,0
1386,1614.35,2759.69,22.007,0.06,3.02,18.1,-0.139,0.503,0.607,22.042,0.07,3.72,15.5,-0.099,0.193,0.798,8,308.76609271604923,60.16032754504198,0,0
1387,994.31,71.5,21.553,0.205,7.81,5.3,0.682,0.738,0.104,28.994,3.37,0.99,0.3,-0.361,-1.26,0.004,8,308.8248836530692,60.15221082677331,0,0
1388,2576.19,3990.75,22.309,0.237,4.11,4.6,-0.353,0.795,0.912,22.236,0.064,3.05,16.9,-0.245,0.362,0.738,8,308.73201847780336,60.15747589872866,0,0
1389,1550.07,2678.73,22.028,0.059,2.61,18.4,-0.008,0.129,1.207,22.002,0.057,2.78,19.2,0.01,0.123,1.06,8,308.76834460590413,60.16052469289787,0,0
1390,851.93,1212.48,22.142,0.135,4.96,8.0,0.018,0.222,1.146,22.041,0.101,4.7,10.8,-0.193,0.445,1.247,8,308.80421362817924,60.159581486600715,0,0
1391,1892.38,910.1,22.166,0.046,1.14,23.5,-0.006,0.139,0.195,22.118,0.021,1.3,52.5,0.007,0.02,0.021,8,308.7991117169157,60.14793055597892,1,0
1392,2264.46,139.52,21.353,0.387,14.43,2.8,0.871,0.687,0.236,27.035,0.505,1.09,2.2,-0.201,0.8,0.08,8,308.81015727040597,60.14028510164353,0,0
1393,1543.29,2197.15,20.903,0.13,4.93,8.4,0.507,0.473,0.14,29.989,9.637,1.4,0.1,0.334,4.738,0.018,8,308.7777789446984,60.15806340033092,0,0
1394,3639.56,4387.65,21.506,0.155,6.24,7.0,0.568,0.23,0.044,27.734,1.227,0.8,0.9,0.532,-0.249,0.078,8,308.7131048257796,60.149264110909975,0,0
1395,4151.22,2543.23,27.308,2.348,1.96,0.5,0.242,2.227,2.137,22.054,0.524,15.49,2.1,1.321,0.867,0.141,8,308.7435723039438,60.134646728338915,0,0
1396,2417.14,685.61,21.93,0.071,3.19,15.4,-0.032,0.119,1.361,22.099,0.076,3.02,14.3,0.031,0.241,1.486,8,308.7979383447869,60.14167628415108,0,0
1397,3506.61,2225.98,22.263,0.19,6.57,5.7,0.151,-0.447,1.195,22.185,0.127,5.38,8.5,-0.308,0.919,1.241,8,308.7565256164296,60.13922036628618,0,0
1398,4139.98,3765.35,27.736,1.427,1.46,0.8,2.053,2.972,0.286,22.131,0.198,6.28,5.5,0.339,0.777,0.586,8,308.7199376517152,60.141160654893085,0,0
1399,2174.74,3230.5,22.717,0.045,2.02,23.9,-0.041,0.09,0.159,21.68,0.015,1.24,71.3,-0.017,0.052,0.134,8,308.75103148743625,60.15737500117678,1,0
1400,1631.19,2715.0,22.015,0.19,3.25,5.7,-0.113,0.07,0.791,22.276,0.074,3.5,14.7,-0.146,0.053,0.966,8,308.7667840966835,60.15993017617135,0,0
1401,2594.19,3141.87,21.977,0.074,3.06,14.6,-0.149,0.122,1.232,22.147,0.065,2.56,16.6,-0.121,-0.014,1.328,8,308.7483351103518,60.15285167576418,0,0
1402,26.83,2481.0,27.89,3.408,1.93,0.3,-0.896,-0.087,0.035,22.367,0.245,7.93,4.4,0.363,0.528,0.001,8,308.78825841214416,60.17422238466529,0,0
1403,1466.81,448.01,22.181,0.06,3.17,18.2,-0.126,0.046,0.449,21.879,0.052,3.26,21.0,-0.25,0.261,0.352,8,308.8125806230054,60.14961961953822,1,0
1404,1093.69,1048.07,21.932,0.114,6.42,9.5,-0.232,0.294,0.9,21.929,0.094,4.8,11.6,-0.258,0.189,0.951,8,308.8048576395005,60.15637985200712,0,0
1405,3809.86,3116.53,25.368,0.371,1.51,2.9,0.455,2.507,0.399,22.201,0.022,1.4,48.8,0.004,-0.054,0.042,8,308.73602441793946,60.14095533232196,0,0
1406,1700.35,1074.46,22.06,0.024,1.46,44.4,0.006,0.11,0.234,22.027,0.02,1.22,55.3,-0.014,-0.011,0.255,8,308.7979436494717,60.1506509063954,1,0
1407,3261.45,3426.58,21.791,0.119,4.49,9.1,-0.008,0.606,1.66,22.599,0.224,5.05,4.8,0.107,0.402,2.134,8,308.73577167534916,60.14788749063682,0,0
1408,2256.38,4287.04,28.281,2.199,1.36,0.5,1.327,0.733,0.213,22.095,0.158,5.21,6.9,0.5,0.119,0.001,8,308.7296243963592,60.162123666317605,0,0
1409,450.97,756.76,21.735,0.057,5.42,19.1,-0.086,0.14,0.243,21.809,0.05,3.62,21.6,-0.039,0.079,0.2,8,308.8173039159053,60.161065504149036,1,0
1410,1910.69,105.69,21.506,0.129,4.73,8.4,0.332,0.616,0.028,29.861,8.267,1.3,0.1,-0.305,-0.445,0.105,8,308.81454702982984,60.14352870141724,0,0
1411,3882.35,2285.36,29.169,5.461,1.64,0.2,0.262,2.866,0.001,21.915,0.298,12.0,3.6,1.115,0.31,0.001,8,308.75141430932996,60.135896254255265,0,0
1412,3865.9,477.29,21.767,0.048,3.01,22.6,-0.078,0.192,0.67,22.286,0.051,2.26,21.4,-0.056,0.092,0.859,8,308.78671114363715,60.12656939214284,0,0
1413,719.67,2061.87,21.712,0.081,4.66,13.3,-0.032,0.758,1.32,22.047,0.103,3.99,10.5,0.185,0.338,1.635,8,308.78909718936654,60.16532047724022,0,0
1414,3767.92,2419.03,21.933,0.056,2.6,19.3,-0.178,0.048,1.099,22.09,0.055,2.49,19.8,-0.0,-0.06,1.209,8,308.7500218879722,60.137704402942056,0,0
1415,1476.99,454.73,21.924,0.077,3.96,14.1,-0.299,0.385,0.767,22.104,0.082,3.76,13.2,-0.554,0.22,0.981,8,308.8123426203182,60.1495564681094,0,0
1416,713.7,1540.67,22.219,0.131,5.47,8.3,-0.215,0.189,0.633,22.132,0.078,3.92,13.9,-0.319,0.363,0.86,8,308.7992930077887,60.16264183677556,0,0
1417,651.89,4002.35,22.23,0.029,1.22,37.8,-0.018,0.064,0.378,22.024,0.024,1.48,45.6,-0.032,-0.027,0.412,8,308.75207154250694,60.176157326930415,1,0
1418,3435.98,2426.14,21.96,0.112,3.47,9.7,-0.133,0.139,0.78,22.044,0.069,3.29,15.7,-0.03,0.267,0.977,8,308.7533797924514,60.14095347198429,0,0
1419,4121.24,4389.47,21.32,0.128,4.77,8.5,0.288,0.165,0.0,26.332,0.435,1.2,2.5,-0.019,1.682,0.172,8,308.7080009203458,60.14461143308899,0,0
1420,3351.56,494.31,23.096,0.094,2.81,11.6,0.145,0.507,0.881,21.498,0.075,4.58,14.5,0.117,0.923,1.104,8,308.7918017460234,60.13163385340938,0,0
1421,4171.77,2490.5,28.006,2.052,1.51,0.5,-1.28,-0.433,0.639,22.295,0.303,7.98,3.6,0.424,1.174,0.816,8,308.744380587003,60.1341714248237,0,0
1422,1937.62,1979.46,22.166,0.028,1.56,39.4,-0.032,0.105,0.43,21.925,0.022,1.41,50.4,-0.016,0.017,0.38,8,308.7778523465831,60.153106374279176,1,0
1423,3784.5,3065.62,21.913,0.106,4.36,10.2,-0.269,0.522,0.838,22.122,0.08,3.97,13.6,-0.223,0.155,0.93,8,308.73728094860945,60.140933884115576,0,0
1424,3546.6,4377.56,21.5,0.161,5.6,6.8,0.287,-0.109,0.013,26.953,0.775,0.97,1.4,0.29,4.165,0.982,8,308.71427937976483,60.15011099828917,0,0
1425,2246.19,1397.84,22.232,0.094,3.21,11.6,-0.125,0.884,1.605,22.277,0.08,2.82,13.5,-0.121,0.275,1.62,8,308.78590243498485,60.14706890178288,0,0
1426,333.87,1080.52,21.869,0.063,3.59,17.2,-0.21,0.028,0.653,22.253,0.079,3.86,13.7,-0.237,0.137,0.797,8,308.8122473143482,60.16389872154568,0,0
1427,3323.9,1229.18,21.88,0.038,2.12,28.7,-0.043,0.16,0.576,22.136,0.053,2.33,20.6,-0.02,-0.019,0.615,8,308.7778184926985,60.135758589722066,1,0
1428,240.38,2679.56,21.994,0.086,3.16,12.6,-0.143,0.399,0.788,22.719,0.239,6.8,4.5,-0.114,-0.031,1.132,8,308.78214309054187,60.173198896891364,0,0
1429,1544.58,3949.46,21.905,0.1,5.08,10.9,-0.3,0.325,0.916,21.952,0.092,4.71,11.8,-0.272,0.519,1.061,8,308.74369012925484,60.16724224518538,0,0
1430,2443.81,2889.73,21.867,0.027,1.55,40.4,-0.036,0.073,0.726,22.167,0.022,1.11,48.6,-0.022,0.016,0.811,8,308.7548216015507,60.15298452160593,0,0
1431,1540.09,2194.73,21.364,0.355,14.04,3.1,1.164,0.59,0.197,29.549,6.464,1.35,0.2,0.413,1.741,0.003,8,308.77785973761587,60.15808165666146,0,0
1432,2553.98,2509.68,22.118,0.09,1.62,12.0,-0.016,0.196,1.058,22.219,0.057,2.74,19.0,-0.115,0.183,1.01,8,308.7610486933397,60.14992528707567,0,0
1433,3100.24,2908.06,21.703,0.058,1.21,18.7,-0.195,0.228,0.837,22.295,0.091,4.15,11.9,-0.018,-0.114,0.901,8,308.7475494666252,60.14672912977647,0,0
1434,3262.8,2862.71,22.473,0.032,1.6,33.8,-0.029,0.08,0.176,21.737,0.023,1.71,47.3,-0.054,0.048,0.238,8,308.74671874128404,60.14491839062076,1,0
1435,2877.45,3925.76,22.088,0.075,2.84,14.5,0.027,0.625,1.251,22.111,0.068,2.86,16.0,0.075,0.354,1.334,8,308.73010960018405,60.1542198669771,0,0
1436,1247.89,3684.43,21.97,0.046,2.46,23.5,-0.123,0.103,0.69,22.108,0.049,2.57,21.9,-0.094,0.086,0.776,8,308.75197245474834,60.168723398348874,0,0
1437,3170.93,413.64,21.87,0.058,3.22,18.8,-0.271,0.43,0.757,22.031,0.06,2.94,18.2,-0.28,0.454,0.851,8,308.7952728325333,60.13295746992012,0,0
1438,1065.94,2084.26,22.051,0.041,2.7,26.4,0.063,0.018,0.013,22.035,0.031,2.14,34.7,0.042,0.009,0.007,8,308.7850085637094,60.16208853827138,1,0
1439,180.05,938.87,22.135,0.022,1.22,49.5,-0.007,0.02,0.4,22.001,0.019,1.2,57.0,-0.002,0.052,0.393,8,308.8166248851449,60.164642180756246,1,0
1440,3668.18,1585.92,21.986,0.058,2.99,18.7,-0.12,0.292,0.925,22.004,0.063,2.91,17.2,-0.112,0.338,1.125,8,308.7672601843136,60.13429978698099,0,0
1441,1034.82,3297.56,22.084,0.03,1.78,35.9,-0.098,0.063,0.243,21.951,0.023,1.51,48.2,-0.073,0.051,0.259,8,308.7617435562168,60.16875591882371,1,0
1442,3007.49,3116.75,22.184,0.104,3.25,10.4,-0.079,0.135,0.963,22.022,0.09,4.18,12.1,-0.119,0.536,1.145,8,308.74446961847036,60.14872078580687,0,0
1443,427.13,1373.67,21.913,0.081,4.16,13.5,-0.195,0.578,1.007,22.293,0.102,3.92,10.7,-0.3,0.463,1.223,8,308.80556418588867,60.16453649706742,0,0
1444,2909.54,1456.6,22.193,0.103,4.76,10.6,0.031,0.146,0.899,21.995,0.079,4.08,13.7,-0.012,0.049,1.015,8,308.7777671921947,60.1409604409171,0,0
1445,1365.97,1831.64,21.869,0.05,2.61,21.5,-0.013,0.218,1.08,22.133,0.059,2.49,18.3,0.055,0.144,1.2,8,308.78675457234067,60.157860334110104,0,0
1446,16.87,1210.51,28.697,4.599,1.55,0.2,-3.253,0.718,1.209,22.447,0.254,7.42,4.3,0.781,0.083,0.049,8,308.81306748140537,60.167647234331405,0,0
1447,1695.42,2453.93,22.107,0.297,7.12,3.7,0.911,-0.248,1.855,21.834,0.249,9.47,4.4,0.228,0.299,1.609,8,308.7711826984754,60.15793909162022,0,0
1448,3513.13,4391.73,26.914,1.185,1.12,0.9,-0.494,9.999,2.02,22.429,0.732,21.98,1.5,2.001,0.14,0.111,8,308.714356094225,60.15050917554586,0,0
1449,3110.74,2903.04,22.038,0.058,2.77,18.9,-0.078,0.425,0.993,22.004,0.037,1.83,29.0,-0.006,-0.284,1.025,8,308.74753644754674,60.14660120890059,0,0
1450,2544.07,1492.05,21.933,0.065,2.91,16.6,0.032,0.208,1.384,22.077,0.095,3.11,11.4,0.072,0.611,1.469,8,308.78093096153174,60.14468189405398,0,0
1451,29.47,2220.7,21.443,0.281,12.28,3.9,0.729,0.489,0.03,25.555,1.906,9.56,0.6,-0.171,0.09,0.014,8,308.79329273726654,60.172830361783774,0,0
1452,3045.33,565.55,22.072,0.064,2.84,16.9,-0.038,0.675,1.236,22.031,0.055,2.54,19.8,-0.065,0.093,1.14,8,308.79364641704814,60.134969881554696,0,0
1453,468.23,2191.19,21.813,0.208,4.06,5.2,-0.042,-0.216,1.023,22.305,0.082,3.55,13.2,-0.021,0.372,1.043,8,308.78923593523234,60.168431467674054,0,0
1454,983.06,2050.16,22.134,0.033,1.8,33.0,-0.029,0.011,0.249,21.911,0.022,1.25,48.5,0.017,0.035,0.236,8,308.7865458843144,60.162711255684954,1,0
1455,166.45,2028.1,21.763,0.066,3.58,16.5,-0.055,0.323,1.043,22.388,0.079,2.57,13.8,-0.108,0.246,1.609,8,308.79559215250094,60.17049424771517,0,0
1456,2630.65,1591.36,21.959,0.077,3.96,14.2,-0.112,0.123,1.008,22.314,0.065,2.54,16.7,-0.075,0.105,1.292,8,308.77808841788817,60.144365534619276,0,0
1457,853.69,1154.5,22.195,0.021,1.24,52.1,-0.027,0.025,0.277,21.967,0.017,1.09,65.7,-0.032,0.041,0.294,8,308.80532200629295,60.15925997042536,1,0
1458,2081.89,628.85,21.932,0.054,3.5,20.1,-0.076,-0.008,0.179,22.091,0.061,3.81,17.9,-0.117,0.178,0.203,8,308.8025772177033,60.144620753137445,1,0
1459,2988.24,4134.88,24.359,0.176,0.88,6.2,0.093,0.25,0.107,22.266,0.023,1.42,47.8,0.037,-0.002,0.004,8,308.72487640273147,60.15424354331415,1,0
1460,494.93,3874.04,22.558,0.028,1.24,39.1,-0.022,0.099,0.046,21.893,0.016,1.25,66.1,-0.016,-0.028,0.032,8,308.75622296686964,60.17700311408334,1,0
1461,1399.9,992.15,21.899,0.018,1.25,62.0,0.045,0.015,0.008,22.223,0.027,1.36,40.3,0.032,-0.02,0.009,8,308.8027131194963,60.1531246249225,1,0
1462,522.9,4168.11,28.852,3.45,1.25,0.3,-3.617,1.145,0.399,22.449,0.224,6.16,4.8,0.629,-0.032,0.005,8,308.75020661123096,60.178274635352494,0,0
1463,361.77,1550.54,22.011,0.076,3.57,14.2,-0.071,0.299,1.133,22.09,0.08,3.21,13.6,0.091,0.211,1.337,8,308.802815683818,60.16609748984735,0,0
1464,773.1,3103.81,22.321,0.028,1.01,39.4,-0.042,0.064,0.425,22.115,0.022,1.27,50.5,-0.022,0.048,0.368,8,308.7682719101751,60.17027160161791,1,0
1465,2587.79,3878.64,22.02,0.089,3.09,12.2,-0.118,-0.083,0.29,22.194,0.046,2.54,23.6,-0.085,0.056,0.292,8,308.73407650750266,60.15677605063304,1,0
1466,1362.9,3894.31,21.837,0.107,4.8,10.1,-0.069,0.251,1.372,22.441,0.105,3.38,10.3,-0.102,0.472,1.706,8,308.74667769994113,60.16871108777774,0,0
1467,2664.84,2792.41,21.949,0.066,3.34,16.5,-0.136,0.372,0.94,22.092,0.071,3.41,15.4,-0.111,0.102,1.046,8,308.7543845309452,60.15033554901255,0,0
1468,3835.79,2970.1,22.194,0.07,2.58,15.6,-0.046,0.102,1.071,22.07,0.061,2.99,17.8,-0.054,-0.034,1.035,8,308.738597501738,60.13993684783666,0,0
1469,3053.57,3418.08,21.992,0.025,1.42,43.8,-0.041,0.042,0.417,22.129,0.021,1.14,51.6,-0.034,0.036,0.524,8,308.7381261063588,60.14985458401492,1,0
1470,294.28,2446.75,22.236,0.052,2.12,20.8,0.049,0.52,0.901,22.028,0.042,2.23,26.0,0.094,0.078,0.81,8,308.78610197681064,60.17145556321993,0,0
1471,3767.29,3038.78,22.111,0.029,1.2,38.1,-0.023,0.033,0.328,22.175,0.021,1.13,51.7,0.016,0.055,0.314,8,308.73798382825356,60.140959731796976,1,0
1472,2735.81,3114.44,21.63,0.083,3.82,13.1,-0.125,0.136,1.206,22.471,0.153,4.56,7.1,-0.044,1.648,1.571,8,308.74737639905874,60.15133752001885,0,0
1473,924.56,2494.69,21.787,0.069,2.45,15.8,-0.065,0.135,1.26,22.229,0.066,2.24,16.4,-0.141,0.2,1.737,8,308.77851988967876,60.16561024236416,0,0
1474,1432.0,2167.86,21.608,0.111,4.19,9.8,0.145,0.423,0.356,28.17,1.747,1.2,0.6,0.935,0.499,3.23,8,308.77952206134694,60.1589862712818,0,0
1475,335.7,3411.9,22.094,0.096,3.85,11.3,-0.167,0.659,1.227,22.153,0.041,1.91,26.4,-0.068,0.489,1.031,8,308.7668928452044,60.176119565999194,0,0
1476,500.48,3726.54,22.067,0.039,2.08,27.6,-0.017,0.198,0.596,22.053,0.026,1.49,41.8,-0.058,0.076,0.549,8,308.7590339945394,60.17617580709409,1,0
1477,1612.26,2756.26,22.092,0.074,3.02,14.6,-0.001,0.237,0.729,21.986,0.054,3.12,20.3,0.007,0.134,0.612,8,308.76618144311504,60.160329771103086,0,0
1478,1945.47,4256.57,27.122,1.763,1.68,0.6,-1.576,1.514,0.056,22.306,0.331,10.78,3.3,1.069,0.017,0.015,8,308.7334922228259,60.16497277310666,0,0
1479,725.93,480.37,21.3,0.041,2.89,26.5,0.009,0.036,0.297,21.431,0.047,3.8,23.0,0.059,-0.003,0.334,8,308.81977232481785,60.15695442933606,1,0
1480,21.57,1765.51,26.425,0.525,0.85,2.1,-0.039,0.308,0.055,22.216,0.206,6.25,5.3,0.457,0.297,0.339,8,308.8022274405873,60.170516712513496,0,0
1481,2329.8,2925.66,21.929,0.108,4.64,10.1,-0.251,0.784,1.303,22.075,0.096,3.81,11.3,-0.004,-0.024,1.52,8,308.7553244882509,60.15427606147833,0,0
1482,1453.83,691.84,21.816,0.097,5.03,11.2,-0.205,0.361,1.141,22.338,0.114,3.99,9.5,-0.125,0.327,1.603,8,308.8079798186279,60.15102587229996,0,0
1483,437.46,1503.55,22.043,0.044,2.15,24.9,-0.052,0.204,0.939,22.162,0.089,3.95,12.2,0.023,0.444,1.155,8,308.80293024777853,60.16511867149541,0,0
1484,3095.39,4282.12,22.366,0.021,1.12,51.5,-0.02,0.056,0.185,21.554,0.017,0.98,63.5,-0.014,0.012,0.231,8,308.7208849170746,60.15397803235173,1,0
1485,446.57,1121.25,22.11,0.125,4.93,8.7,-0.06,0.335,1.015,22.24,0.075,2.47,14.5,0.005,0.562,1.226,8,308.8102657606043,60.163022733204635,0,0
1486,509.63,3194.73,22.099,0.058,2.0,18.9,-0.029,0.414,1.336,22.057,0.135,4.68,8.0,0.105,0.382,1.447,8,308.7692825150905,60.17329753334783,0,0
1487,1182.46,2969.22,21.905,0.061,1.97,17.9,-0.052,0.07,0.575,22.279,0.027,1.28,40.6,-0.023,0.031,0.62,8,308.7665722761899,60.165605135883716,1,0
1488,1646.03,3472.47,21.745,0.121,6.19,9.0,0.005,0.882,1.168,22.118,0.104,4.44,10.4,0.154,0.683,1.349,8,308.7518981780681,60.16375957055688,0,0
1489,2930.63,772.79,21.992,0.016,1.07,68.9,0.023,0.136,0.049,22.193,0.018,1.12,59.5,0.036,0.128,0.05,8,308.79083004837463,60.13716731049417,1,0
1490,2353.1,3394.63,22.169,0.052,2.06,21.0,-0.069,0.025,1.185,22.088,0.04,1.89,27.4,-0.023,0.076,1.056,8,308.7459606973239,60.156509790901254,0,0
1491,1579.59,2594.94,22.284,0.066,2.2,16.5,-0.011,0.065,0.005,22.049,0.033,1.8,33.1,0.068,0.076,0.0,8,308.76966248281803,60.159799501835046,1,0
1492,3437.37,3128.88,21.738,0.082,3.49,13.3,0.112,0.049,1.378,22.63,0.236,5.53,4.6,0.425,1.573,2.045,8,308.73970641748093,60.14462461721521,0,0
1493,188.52,1387.45,22.181,0.086,3.46,12.7,-0.166,-0.045,1.146,22.434,0.081,2.81,13.4,-0.058,0.246,1.476,8,308.8078152799521,60.16691656937296,0,0
1494,2879.95,3930.1,22.224,0.083,3.41,13.1,-0.051,0.611,0.997,22.087,0.065,3.05,16.8,-0.045,0.497,0.971,8,308.7299988788428,60.154218418118205,0,0
1495,3962.63,3966.18,21.982,0.032,1.86,34.3,-0.117,0.102,0.352,22.087,0.038,2.21,28.5,-0.037,0.016,0.417,8,308.71789975202057,60.1439292948747,1,0
1496,233.32,4153.97,27.232,1.235,0.9,0.9,-0.607,-0.514,0.125,22.613,0.665,16.72,1.6,1.873,0.1,0.002,8,308.75353542584475,60.181002399335924,0,0
1497,909.59,3251.01,22.018,0.096,3.8,11.3,-0.336,0.393,1.003,22.376,0.138,5.12,7.8,-0.506,0.139,1.233,8,308.7639694940794,60.16972332679313,0,0
1498,4160.59,3387.68,27.13,3.982,3.54,0.3,-1.836,0.901,0.066,22.292,0.273,8.91,4.0,0.844,0.318,0.018,8,308.7270620727153,60.13898227212927,0,0
1499,3570.69,2570.33,22.318,0.04,1.82,27.2,-0.046,0.027,0.486,21.937,0.021,1.21,51.4,-0.028,-0.004,0.471,8,308.74915870496886,60.14040615502523,1,0
1500,435.7,1502.54,22.128,0.069,2.47,15.8,-0.037,0.178,0.957,21.982,0.111,5.34,9.7,0.033,0.429,1.173,8,308.8029684606564,60.16513038977641,0,0
1501,333.1,2383.95,22.073,0.02,0.85,54.3,-0.017,0.014,0.375,22.074,0.017,0.89,62.2,-0.011,0.028,0.363,8,308.7869135784799,60.17075041652875,1,0
1502,2280.95,1767.28,21.993,0.086,3.78,12.6,-0.162,0.292,0.972,22.193,0.063,2.85,17.3,-0.266,0.404,1.106,8,308.7783563314025,60.14867162231967,0,0
1503,1483.27,453.08,22.023,0.029,1.83,36.8,-0.123,0.232,0.301,22.2,0.034,1.98,32.3,-0.159,0.313,0.303,8,308.8123084045439,60.149487067192396,1,0
1504,3109.47,2909.18,22.073,0.077,3.16,14.2,-0.005,0.474,1.329,22.071,0.063,2.68,17.1,-0.017,-0.051,1.429,8,308.7474304724107,60.14664569158617,0,0
1505,3533.53,2799.53,22.292,0.031,1.52,35.0,-0.022,0.029,0.54,21.96,0.024,1.46,44.3,-0.022,0.0,0.596,8,308.74509547117503,60.14196747858663,1,0
1506,3834.67,2078.77,22.052,0.103,4.74,10.6,-0.067,0.248,1.037,22.084,0.06,2.73,18.0,-0.114,0.343,1.227,8,308.75593070955347,60.13527418376484,0,0
1507,791.7,3736.82,22.269,0.12,2.49,9.0,-0.18,0.495,1.582,22.259,0.077,3.0,14.1,-0.149,0.023,1.343,8,308.75576300842664,60.17341206908312,0,0
1508,583.76,3180.09,22.497,0.143,1.62,7.6,0.051,1.27,1.406,22.324,0.04,1.52,27.4,0.006,0.314,1.225,8,308.76878533997274,60.17250356000254,0,0
1509,1696.07,1626.07,21.953,0.091,3.36,12.0,-0.029,0.203,1.855,22.283,0.088,2.48,12.4,0.007,0.06,2.195,8,308.7872684959098,60.153588218750805,0,0
1510,1953.77,1975.3,22.026,0.039,1.96,27.9,-0.035,0.086,0.979,22.157,0.055,2.4,19.9,-0.029,0.084,1.124,8,308.77776291558575,60.152928312903654,0,0
1511,984.38,2072.92,22.129,0.026,1.58,41.5,0.019,0.038,0.148,22.13,0.021,1.33,52.1,0.019,0.019,0.184,8,308.7860894615293,60.16281795470914,1,0
1512,3802.04,3063.7,22.134,0.051,1.18,21.3,-0.084,0.039,0.173,22.225,0.029,1.7,37.7,-0.078,0.035,0.259,8,308.73713359768055,60.14075408614641,1,0
